"batch_size","epochs","activation","dense","optimizer","drop","learning_rate","conv","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
5,495,"tanh","2000 1000 1000 1000 500 100 50","adam",0.676178381778637,0.0647643074827418,"100 100 100 100 100 1",9.67798252321981,9.72891134489456,0.493965222622501,"1e-14",3.53747998061403,9.79554504372529,TRUE,8.32107442953397,7.00966027423218
9,254,"elu","2000 1000 1000 500 100 50","adam",0.0597884853766998,0.0882143566815419,"50 50 50 50 50 1",4.87703109223034,1.77427341953024,0.888004875384504,"1e-06",1.16349132582032,9.67261209786171,TRUE,0.602444704438752,0.0617218488885268
5,109,"softmax","2000 1000 1000 500 100 50","adam",0.684721185340395,0.0367954509376675,"32 20 16 32 10 1",8.922037831857,5.87454297320614,0.00527750347740948,"1e-06",2.3267988759895,2.75097833075328,FALSE,9.04864356134006,3.42548247398375
10,291,"softmax","2000 1000 1000 1000 500 100 50","adadelta",0.393960362548067,0.0631842134924109,"50 50 50 50 50 1",3.28997095171948,3.94854054521155,6.43433668876416,"1e-08",2.77369656193375,1.91001016544411,FALSE,5.16029960604333,2.24279749617967
10,403,"relu","2000 1000 1000 1000 500 100 50","adam",0.495804324770963,0.0985371697595084,"100 100 100 100 100 1",2.91099833993885,4.07890816158642,0.186840290208347,"1e-14",2.85401484518768,6.87430529837962,FALSE,5.33979146937232,9.95418543028889
8,131,"sigmoid","2000 1000 1000 500 100 50","adagrad",0.200646245984396,0.0161909076885301,"32 20 16 32 10 1",3.39414122216319,9.32140640230606,3.5225018018682,"1e-14",5.85644639031661,8.41729048234061,TRUE,4.55921383224623,0.823368524577729
7,320,"tanh","2000 1000 1000 500 100 50","adagrad",0.345390800888278,0.0929373100966882,"32 20 16 32 10 1",1.96643545511768,1.26897318681381,2.71855411251192,"1e-12",8.5137755305281,1.18395790626993,FALSE,3.46032846921876,2.55669552567411
5,391,"softsign","500 100 50","rmsprop",0.327847773847589,0.0351437416290394,"100 100 100 100 100 1",2.57393337522108,9.21735532525088,6.65675760860438,"1e-10",3.33289249912842,1.29686976498691,FALSE,1.51596007582127,7.11691531767545
10,387,"sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.565511811985646,0.00989142382390506,"100 100 100 100 100 1",2.97522038686069,7.53236718069469,8.16153114896617,"1e-08",2.7027657633189,7.84370247444254,FALSE,8.68487292217154,1.27279333815568
9,433,"softsign","2000 1000 500 100 50","sgd",0.523711924846459,0.0988531283275446,"100 100 100 100 100 1",3.99237157183968,1.15014271179617,5.70162788589601,"1e-14",5.61617315836531,9.23673918365268,FALSE,4.19659490193789,8.58907495764669
8,198,"softsign","500 100 50","adam",0.0366647638992523,0.0802822517043826,"64 32 16 32 64 1",9.8147097118308,2.54837579423751,9.78976833048859,"1e-10",1.45867251742993,7.18998523258255,TRUE,1.22200372687758,3.03879759676905
8,281,"softplus","2000 1000 1000 1000 500 100 50","adam",0.211816470263957,0.0788580487935295,"32 20 16 32 10 1",0.793717425327019,2.97067483013642,7.87823433294543,"1e-12",2.04032176714872,7.75669967935653,TRUE,9.77858961683899,8.3820209876784
8,395,"softplus","1000 500 100 50","adagrad",0.819239735979948,0.0786202605979511,"64 32 16 32 64 1",4.8463819394572,8.10029256571176,7.0790626387496,"1e-08",8.80315249003195,2.87902974486467,FALSE,1.37599984540377,7.95820535531482
7,141,"tanh","2000 1000 1000 500 100 50","sgd",0.0389946973504499,0.00761625432970051,"25 25 25 25 25 1",0.587270812693293,7.20953187818214,6.74122148623341,"1e-10",7.89100703706705,4.13001715632039,FALSE,5.2171093103907,6.00117876823447
6,147,"softmax","2000 1000 1000 500 100 50","rmsprop",0.537538526462833,0.068089875859715,"50 50 50 50 50 1",5.89858748087262,0.546716390462737,9.0069185864937,"1e-06",4.90386587473863,2.1964543257677,TRUE,8.29205422685271,3.80831321896442
6,343,"tanh","1000 500 100 50","rmsprop",0.737176244757394,0.0294068649012974,"64 32 16 32 64 1",4.32646641673141,8.87979804377742,5.33789088934776,"1e-12",4.60518641172242,2.53228408433264,TRUE,9.89580363893984,4.71364100306424
5,334,"linear","2000 1000 1000 1000 500 100 50","sgd",0.630274465717748,0.0742473939543012,"100 100 100 100 100 1",0.638766266046566,5.84884026430221,3.64205045459792,"1e-12",5.02772448451092,9.01069001887809,TRUE,7.78697672006363,4.3102371559786
8,204,"elu","500 100 50","rmsprop",0.817198248911672,0.0450259880349748,"100 100 100 100 100 1",6.76585810816512,8.06685851135873,9.18123838434112,"1e-08",5.1884493688826,6.47543935425114,FALSE,5.59139713204696,8.37675449506397
6,145,"tanh","1000 500 100 50","rmsprop",0.656216942857637,0.0980181543413333,"64 32 16 32 64 1",7.49723494543473,7.39928184274848,4.24518091922975,"1e-10",3.88388703413157,0.809982214719057,TRUE,5.95707044476961,2.84072912085634
7,304,"softmax","1000 500 100 50","sgd",0.622147391000809,0.090085224843778,"50 50 50 50 50 1",3.60554626522309,3.40866528242046,6.5317902996263,"1e-08",5.22071912183506,9.32682248316822,TRUE,0.813594980163465,6.83859319055951
9,338,"elu","1000 500 100 50","adam",0.307212123389798,0.0578159767157778,"25 25 25 25 25 1",9.01356935434912,9.12100380500235,0.384179021854652,"1e-12",2.11580220836633,3.95227979047573,FALSE,3.91955299328825,3.67720069736659
7,487,"linear","1000 500 100 50","sgd",0.320544260991644,0.00483698310330864,"50 50 50 50 50 1",2.62332879928497,8.01544705161067,5.82922951241722,"1e-08",6.03143291571827,9.26820877941907,FALSE,7.74256525182718,1.53361785795784
7,272,"softmax","2000 1000 1000 500 100 50","adagrad",0.140479046426236,0.064821982785031,"100 100 100 100 100 1",7.85235925641493,8.53862539305214,0.27566412559594,"1e-12",6.89342769336977,3.09541436089436,TRUE,3.26007412243682,1.37707661804458
9,443,"elu","2000 1000 1000 1000 500 100 50","sgd",0.833591136876913,0.0629317253895911,"100 100 100 100 100 1",9.05853146270852,2.81649231821437,8.71277668069815,"1e-14",7.93849625912073,0.845965050810482,FALSE,2.09189753034416,0.433966111061321
7,395,"hard_sigmoid","2000 1000 1000 500 100 50","sgd",0.844113527980365,0.0618906553631267,"32 20 16 32 10 1",3.76357170342685,2.36450884636198,4.15652186238789,"1e-06",2.63973449053075,9.03112784941331,TRUE,7.05881189166117,1.65633048186561
9,163,"sigmoid","2000 1000 500 100 50","adagrad",0.444579095595726,0.0610360065568272,"32 20 16 32 10 1",5.69887782919056,5.3322980674266,3.41013169551152,"1e-12",7.6520807888733,7.3663279837626,TRUE,3.79488655376907,3.02038271596946
6,209,"linear","1000 500 100 50","adagrad",0.531909103134088,0.0430641273244244,"64 32 16 32 64 1",6.58991865414502,8.50059946591653,8.27428635877557,"1e-14",8.05244308887256,7.8209771648352,TRUE,2.13958115226354,0.742204284830841
7,364,"sigmoid","500 100 50","adagrad",0.214162927993736,0.00419926816015274,"100 100 100 100 100 1",9.92203753262431,3.59769190448306,6.15313191078138,"1e-10",1.67761191688964,7.16264161924017,FALSE,4.71309533686074,4.52644237224384
9,447,"relu","2000 1000 1000 1000 500 100 50","adadelta",0.868704671610065,0.00647634397523129,"100 100 100 100 100 1",6.86906985249618,0.244207386739396,4.26299949056818,"1e-12",2.3113345221372,3.61497698511113,FALSE,5.93768384516008,0.44872709322371
6,483,"sigmoid","2000 1000 500 100 50","adam",0.558052787343075,0.07884232295655,"64 32 16 32 64 1",1.30555467426255,1.18834528339746,9.93674214196508,"1e-12",3.28706362283212,0.907718895545695,FALSE,9.57476981694808,9.34344210556565
7,255,"hard_sigmoid","2000 1000 1000 1000 500 100 50","sgd",0.629384692897845,0.00345318408362992,"50 50 50 50 50 1",9.32707500765621,4.26028170993287,2.84707769871107,"1e-08",3.68772725820449,3.87242314988282,TRUE,7.15382800900462,0.424873367025276
5,229,"softmax","2000 1000 1000 500 100 50","adadelta",0.709152387932176,0.00925067511715326,"50 50 50 50 50 1",2.35318341990947,3.14856639271379,3.88184639881365,"1e-10",4.16818571957664,3.67263437729096,TRUE,9.07372828438531,5.36029783470402
5,345,"softsign","2000 1000 500 100 50","adagrad",0.57168531068454,0.0925839256113503,"64 32 16 32 64 1",2.50985866690467,4.62591662775643,3.13635098266415,"1e-12",1.2612796599823,8.50435424220283,TRUE,6.33887567387077,8.24358237344586
6,332,"softmax","2000 1000 1000 500 100 50","adagrad",0.761957055176154,0.0251881612447896,"25 25 25 25 25 1",3.96853962631571,0.340682361426829,4.04842781599727,"1e-06",2.92187311948504,9.11298363384442,TRUE,1.93709023509769,7.51460389329294
7,288,"sigmoid","500 100 50","sgd",0.641321795387648,0.0690179190521353,"32 20 16 32 10 1",2.16997098924669,8.76347907732481,2.34248581723892,"1e-06",0.314701817959846,4.00652785087354,TRUE,6.55419962754451,9.17050548290589
5,386,"hard_sigmoid","1000 500 100 50","sgd",0.622723040985118,0.0479823266133472,"64 32 16 32 64 1",9.41627050355116,8.93237704137118,2.17685879350989,"1e-06",4.8121507590803,5.35927280373173,TRUE,9.81277670291015,0.629467460439235
9,273,"tanh","2000 1000 1000 500 100 50","rmsprop",0.463529885369504,0.0160466163474947,"100 100 100 100 100 1",2.00600281408713,7.10780245176657,0.47008533751592,"1e-12",8.94139202852986,0.856517928699032,FALSE,1.87872816776794,8.62335948108028
5,129,"softsign","2000 1000 1000 500 100 50","adam",0.0172816586384084,0.0896678150970102,"25 25 25 25 25 1",0.955720718648941,9.63400674362152,0.649009139179252,"1e-06",9.93855603814695,4.41743689212832,TRUE,5.65238370952665,3.44657372873156
8,185,"softplus","1000 500 100 50","adagrad",0.653391418956744,0.0784144198921042,"64 32 16 32 64 1",4.34465931131435,1.37720591237526,3.03182155863266,"1e-10",6.0134785100693,6.09125301170861,FALSE,5.67171572907896,5.22983525980482
9,489,"softmax","2000 1000 1000 1000 500 100 50","adam",0.739757070876227,0.0338449571153119,"100 100 100 100 100 1",6.60331345798215,8.88921324684165,0.978284791795304,"1e-14",8.83645883741256,8.73181482082349,FALSE,2.88759044283168,8.079488254319
8,146,"softsign","2000 1000 1000 1000 500 100 50","rmsprop",0.31567841212505,0.00300191038920734,"25 25 25 25 25 1",7.44606466684938,5.55972190675187,6.70349968228256,"1e-10",2.18416921820559,7.71905211947509,TRUE,9.71390031959759,8.00042199013066
10,231,"sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.185927673783456,0.0388904949876587,"64 32 16 32 64 1",7.14733506115536,9.46178241942665,8.98040225431556,"1e-12",7.6572373218001,1.21089371973183,FALSE,3.65911356258955,4.09974302089117
10,247,"softsign","2000 1000 500 100 50","adagrad",0.82544816542872,0.0914181882829846,"100 100 100 100 100 1",7.94137775585901,5.52998742396202,6.68524940066272,"1e-14",2.24858442756186,8.8132344668801,FALSE,9.08528462384225,2.23632157929559
9,292,"softsign","500 100 50","adagrad",0.895209192255267,0.0206559970859449,"32 20 16 32 10 1",2.26532197351771,8.3663091660288,3.66985729112872,"1e-14",6.07912564161011,4.11961843810044,TRUE,6.58214075968125,8.88822843589415
10,441,"sigmoid","2000 1000 1000 1000 500 100 50","sgd",0.46595173198327,0.0125891604490953,"25 25 25 25 25 1",5.14428910059637,3.42866981032071,6.32359234020812,"1e-14",4.62690504804457,5.50129702478647,TRUE,4.58167601970144,5.96575102987388
9,457,"elu","2000 1000 1000 500 100 50","adadelta",0.0257567230633576,0.0950102945206716,"100 100 100 100 100 1",1.43711404967679,8.0792081919196,9.40224009034573,"1e-08",6.44671022417372,8.08331773786806,TRUE,5.79237827362592,7.00296588049212
10,172,"softplus","2000 1000 500 100 50","sgd",0.768903292120539,0.0526465168884144,"100 100 100 100 100 1",4.13745568060414,0.370237461084668,8.09191448797588,"1e-08",7.71595161611031,5.23484530491289,TRUE,1.76558273959091,9.02455449299758
6,284,"softsign","2000 1000 500 100 50","sgd",0.379694123493775,0.0814152615088599,"50 50 50 50 50 1",9.98028114465574,0.809576883918954,2.589796695119,"1e-08",7.08060300361019,4.65040410728892,FALSE,5.42638326925277,7.94489395198886
5,142,"relu","1000 500 100 50","sgd",0.619006928236387,0.0471275247345434,"64 32 16 32 64 1",7.1980076042948,8.67457581129966,1.5389733625669,"1e-14",7.86549613248669,3.25653119059163,FALSE,6.49359694631431,8.71639430138196
9,393,"softmax","2000 1000 500 100 50","adadelta",0.34063728067578,0.0784689701567511,"25 25 25 25 25 1",1.38472028594731,7.655571659861,3.31382660426432,"1e-10",0.156843693602574,5.36167267991928,FALSE,0.553604150263042,7.2899479831899
5,483,"softsign","500 100 50","sgd",0.0686059398102458,0.0606235585188176,"100 100 100 100 100 1",5.28820527577451,0.605081084185524,0.811862104212632,"1e-08",7.17208037688689,1.45959158072481,TRUE,7.32106102906593,6.96805255133858
7,337,"softsign","2000 1000 1000 500 100 50","adagrad",0.128882545150188,0.0161079190081156,"50 50 50 50 50 1",0.838652573645963,0.212980816719753,2.36834230381995,"1e-06",8.04960707037853,9.41318409906118,TRUE,8.90313234425341,1.42791388008328
5,165,"relu","2000 1000 500 100 50","adadelta",0.0570536270075943,0.0541149144268682,"50 50 50 50 50 1",0.888007971789044,9.88332754488427,5.85680522211827,"1e-10",3.00702148218845,3.2811452615005,TRUE,1.58270215971854,0.486420894268053
6,301,"sigmoid","1000 500 100 50","sgd",0.0647105067125754,0.00863957693645809,"32 20 16 32 10 1",7.88192098640968,6.85914244066318,5.09962351279682,"1e-08",8.50777114230146,2.85773253479507,TRUE,7.53467266892117,9.08606549181062
8,469,"elu","2000 1000 1000 1000 500 100 50","adam",0.172554166278744,0.0772630001439302,"100 100 100 100 100 1",2.04191860458262,5.09471694211823,7.90930300530745,"1e-12",4.1795800151489,7.6847801120358,FALSE,1.48239014482382,5.01477797411541
7,130,"hard_sigmoid","2000 1000 1000 500 100 50","adagrad",0.461582151965552,0.0570938471725929,"100 100 100 100 100 1",3.62818819166395,8.43242581280343,2.19506337599363,"1e-10",7.40126133835334,6.10999433329212,TRUE,7.88485313150327,3.5010640139404
9,135,"tanh","500 100 50","adadelta",0.715593659711257,0.0185780363910445,"25 25 25 25 25 1",0.672036075658701,6.66468073630801,3.40681224764092,"1e-10",3.08652290635731,8.4511240098509,FALSE,2.59740929808331,5.07915152146047
5,371,"relu","2000 1000 500 100 50","adadelta",0.511348813275446,0.0668694726782437,"25 25 25 25 25 1",0.524706763478545,7.21536340148706,4.07178682450787,"1e-08",8.18992614344289,1.07345926994225,FALSE,7.98800774638272,4.53511169604435
6,278,"elu","1000 500 100 50","adadelta",0.102285627158952,0.00947805434604925,"50 50 50 50 50 1",6.08442170966271,3.2081769884213,6.49363537686178,"1e-10",7.27377869139298,3.79163172753179,FALSE,4.79316733098394,7.57386877843518
7,366,"tanh","500 100 50","adagrad",0.288216865706735,0.0449137146545519,"50 50 50 50 50 1",7.75640698939787,9.06742541667281,2.92376144881011,"1e-10",1.66951606604236,4.92263617960969,TRUE,4.51265422656508,3.90292862717998
8,478,"softplus","500 100 50","sgd",0.800434082968917,0.0170879889271572,"25 25 25 25 25 1",4.6674649701095,0.813330025169229,6.61429843655089,"1e-10",9.07315792397646,8.26167042185669,TRUE,1.38841028029118,3.74717391505978
10,303,"tanh","1000 500 100 50","adadelta",0.680663367983757,0.0713986706559095,"32 20 16 32 10 1",0.292158993607364,7.87902337377388,2.31482025949401,"1e-06",7.91254618121088,8.05379489520565,TRUE,4.09406423574225,1.1475269288268
8,157,"linear","1000 500 100 50","adam",0.171759247955179,0.00423676233763177,"100 100 100 100 100 1",1.75017390036636,4.57802251419834,4.0514871775324,"1e-10",2.60618001500283,0.347539962605806,FALSE,5.23905988718165,4.73593408740366
9,216,"relu","2000 1000 1000 1000 500 100 50","sgd",0.616418976788654,0.0760705256621901,"25 25 25 25 25 1",7.11541423808761,1.22290422536848,5.1259830507182,"1e-06",9.16759501718201,7.1398550948163,TRUE,9.3563000572446,5.21508472106571
8,233,"softmax","2000 1000 500 100 50","adagrad",0.459109936787502,0.0990975239340178,"50 50 50 50 50 1",5.0117435127595,3.2509798321239,8.47866381878965,"1e-06",5.20994564765022,4.51250666542794,FALSE,4.4514120105148,5.44330858374555
6,151,"hard_sigmoid","2000 1000 1000 500 100 50","rmsprop",0.0379684028875781,0.0762057275169234,"25 25 25 25 25 1",6.88082355036938,7.09657537897699,6.54250788627658,"1e-06",0.91886700069713,6.80545255199657,FALSE,2.62821395191739,7.93890302135526
10,413,"softmax","500 100 50","sgd",0.262740914065205,0.010564993937978,"64 32 16 32 64 1",1.98279847944662,0.723178111813173,9.04947526237695,"1e-08",9.17317298484734,1.04006488065585,FALSE,0.417358745691301,4.0233451359204
5,227,"softplus","2000 1000 1000 1000 500 100 50","adagrad",0.0466281888437807,0.0905468156544637,"25 25 25 25 25 1",1.07913069363235,0.534661663084151,7.08476459733909,"1e-08",7.10008668465633,1.28637021541828,TRUE,0.0581951520689452,0.511767654816248
8,137,"softmax","2000 1000 1000 500 100 50","adadelta",0.347624663668906,0.086734886324052,"25 25 25 25 25 1",1.73131386942149,8.92602728033749,5.62537661665701,"1e-08",1.61591681741102,3.44040122247301,FALSE,3.75542202650076,5.57350871087504
6,150,"hard_sigmoid","2000 1000 500 100 50","adam",0.022643697479018,0.0802213755259635,"100 100 100 100 100 1",4.67808337372248,8.44642120380152,0.99917767105042,"1e-12",5.60456782216728,2.20708430168801,FALSE,9.84279331669285,1.7696757168803
7,168,"sigmoid","1000 500 100 50","adadelta",0.0565004133540555,0.0356257968566842,"50 50 50 50 50 1",1.66685773496379,9.34937703998126,1.31386142316856,"1e-06",2.44114547604376,1.04729621500242,FALSE,9.06331309666822,5.83383144794874
8,381,"elu","1000 500 100 50","sgd",0.0654113377327798,0.0028032226303232,"25 25 25 25 25 1",5.67578119982861,7.15507042900347,1.64402965361718,"1e-08",6.17615380842838,3.82729840013431,TRUE,4.83554884737268,0.335118044423933
8,425,"tanh","2000 1000 500 100 50","sgd",0.890243384740572,0.032521257514098,"100 100 100 100 100 1",9.33766034883933,4.07259129673269,5.50721170176985,"1e-10",0.572165562039031,8.17046474683448,TRUE,2.76353131637592,7.16418530030104
10,352,"softsign","1000 500 100 50","sgd",0.852095861775172,0.0903013659311479,"32 20 16 32 10 1",6.06427825479936,0.0538294184593419,8.02802530679503,"1e-10",5.09479705839277,6.14193386418046,TRUE,1.56184090088189,9.63638599609461
9,216,"relu","2000 1000 500 100 50","adam",0.0613903595410986,0.023966556683947,"25 25 25 25 25 1",6.08592575774639,4.05269537022645,2.05238565817941,"1e-12",6.61448851438942,6.19498174612992,TRUE,5.82054562826373,9.88565447282677
7,206,"elu","2000 1000 1000 1000 500 100 50","sgd",0.626664483283041,0.0835901997138449,"32 20 16 32 10 1",4.18761349515895,0.148023824785177,3.87791007395601,"1e-10",0.876437484256425,2.61569103043643,TRUE,4.10776229857886,1.60832143225342
6,350,"hard_sigmoid","500 100 50","rmsprop",0.53356751310745,0.0146276082668059,"50 50 50 50 50 1",4.30978499356717,3.84564847712021,4.80363871731097,"1e-06",9.08253830988859,5.02545680760988,FALSE,5.78324516630316,1.2388020841191
8,293,"linear","2000 1000 500 100 50","adam",0.476146416209859,0.0937697971899397,"32 20 16 32 10 1",8.49698723964325,6.61305200548107,4.04181417971267,"1e-12",4.0930873310029,5.49208795618848,FALSE,8.13890306078113,4.18808840850097
10,103,"linear","1000 500 100 50","adam",0.165368708500522,0.0310799009414485,"32 20 16 32 10 1",0.171647405857439,8.35379978643797,6.93197454427485,"1e-12",0.169961332700438,2.42152832765016,FALSE,8.58315546201497,0.775479456489556
5,476,"softmax","2000 1000 1000 1000 500 100 50","rmsprop",0.333109945682378,0.0260300841241281,"50 50 50 50 50 1",4.77495214093149,9.77237753549199,1.14739519074559,"1e-08",8.81574083151008,6.96602934133844,FALSE,3.82245253729086,6.20189287816874
10,228,"tanh","2000 1000 500 100 50","adagrad",0.541088782920933,0.0294815947858061,"32 20 16 32 10 1",1.43106488059074,5.40021702723344,6.35591741738841,"1e-12",2.48727211435965,0.21280620400561,FALSE,9.15384302418069,7.09420829348069
7,328,"linear","2000 1000 1000 500 100 50","adam",0.542275197247323,0.0624842320633327,"32 20 16 32 10 1",6.50646333855753,9.76173722965652,2.74619348465814,"1e-12",4.9406182736283,7.71167634580284,FALSE,1.59125673082773,3.71516997643478
6,475,"sigmoid","2000 1000 1000 1000 500 100 50","adam",0.27020583424269,0.0334498698674232,"25 25 25 25 25 1",0.0356599882977221,3.20334468150915,5.36333869208465,"1e-06",8.13365088603475,1.06635654681944,FALSE,7.58526945329956,9.21146220109175
5,148,"elu","2000 1000 1000 1000 500 100 50","rmsprop",0.0618292189440457,0.0228262629180578,"25 25 25 25 25 1",5.3602583801893,6.76732532735528,0.0213694397627842,"1e-10",2.793676999718,1.68615011334536,TRUE,1.61783989162894,8.02523928680689
6,319,"linear","1000 500 100 50","adam",0.677248323265859,0.037011149116216,"64 32 16 32 64 1",4.04774595430846,9.3405018997672,0.111414220113074,"1e-08",1.83990451798007,3.55441038513207,TRUE,8.37857139596941,9.43497436564506
6,451,"tanh","1000 500 100 50","sgd",0.710750935536087,0.0542774971021634,"25 25 25 25 25 1",0.407091087068131,1.6072753884031,8.9297181979008,"1e-14",7.26169389876249,6.92031586212106,TRUE,6.11237237577438,4.81204464354066
6,472,"relu","500 100 50","adagrad",0.204131264867925,0.0860195853066406,"50 50 50 50 50 1",8.75457462183726,9.47200157175343,7.10158935913583,"1e-10",0.973149921139886,4.97670852140407,FALSE,5.84703021258765,9.79541161171562
8,282,"sigmoid","1000 500 100 50","rmsprop",0.208078164101858,0.0159272609825978,"32 20 16 32 10 1",7.05838245479971,8.63890543110929,4.46899703708943,"1e-10",0.170205654330626,4.38121955355746,TRUE,2.60788060206816,2.94338605923154
6,308,"relu","1000 500 100 50","adadelta",0.547455627069552,0.0776885813403784,"50 50 50 50 50 1",9.88491483021058,0.552352951983625,9.4573450466455,"1e-08",6.7856362257219,0.724792333806399,TRUE,4.25967717908167,8.56607041362386
10,175,"softsign","1000 500 100 50","sgd",0.207009542304638,0.0692319035665612,"50 50 50 50 50 1",5.87200513113234,7.79486661178059,2.03697506984579,"1e-08",6.2828238384116,2.60889353572158,FALSE,3.86215110213008,5.52364451641605
6,291,"softmax","1000 500 100 50","adadelta",0.57388729539091,0.0574961237274726,"64 32 16 32 64 1",4.91179896576464,8.6177804025608,2.15554483766318,"1e-08",6.59657280517084,0.236367080319906,TRUE,6.07150768362626,9.83211928922304
8,273,"relu","500 100 50","adagrad",0.366331572999596,0.0463717223757997,"32 20 16 32 10 1",4.63988569741335,9.79402790144848,1.06027402759646,"1e-08",7.22276006808612,4.27919982814114,FALSE,0.972916481872561,1.69657689740603
7,168,"sigmoid","2000 1000 1000 500 100 50","adam",0.193058029736148,0.0401525453580146,"50 50 50 50 50 1",9.26238892464113,8.2965234148197,7.68337820501765,"1e-06",4.86689817342544,9.09634039795026,TRUE,0.622206296998868,7.73988206207333
6,417,"linear","2000 1000 1000 1000 500 100 50","adam",0.209786730126094,0.089237300038963,"25 25 25 25 25 1",3.95898349676812,6.8697125386056,2.33731414772221,"1e-14",9.37395761797541,7.94485683095641,FALSE,0.451231445681254,5.18755819690729
7,168,"sigmoid","2000 1000 500 100 50","adagrad",0.606858419350872,0.0266864604313945,"50 50 50 50 50 1",8.50416692829777,7.42093768749283,3.11138683728175,"1e-12",5.93208942614285,1.5599333557894,TRUE,1.19443126691489,9.57770846528576
10,392,"hard_sigmoid","2000 1000 1000 500 100 50","adadelta",0.338638696022553,0.0469943203176321,"64 32 16 32 64 1",6.64871240859978,2.96959006614797,6.29747051047394,"1e-08",6.31277985139708,9.77096077457536,TRUE,6.03283504699501,7.3903573243961
9,493,"softsign","1000 500 100 50","adadelta",0.374923439105786,0.0922731632086519,"64 32 16 32 64 1",5.10731475579961,9.83624784284083,7.29157514201011,"1e-08",1.34459480587973,7.17132144967443,FALSE,0.564968912677589,3.56280747787291
6,378,"softplus","2000 1000 1000 1000 500 100 50","rmsprop",0.0721746759895119,0.0593017183095424,"100 100 100 100 100 1",0.271068955084825,9.82957522988467,1.74001781847095,"1e-10",4.42207125594981,0.0540883178799413,TRUE,1.78165960299133,2.62716489671918
7,257,"tanh","1000 500 100 50","adam",0.378343396815774,0.000644060324665341,"50 50 50 50 50 1",1.60209035442205,6.97174669452704,5.9832021984004,"1e-06",6.65652865643655,6.69580452868598,TRUE,5.03372218716329,7.13354989745901
9,282,"hard_sigmoid","2000 1000 1000 500 100 50","sgd",0.502139833957655,0.0558413083709611,"64 32 16 32 64 1",8.59838103301782,3.41266098869044,1.58713381039794,"1e-06",0.563588038684242,7.34547560739797,FALSE,2.50822387140881,5.7399693288628
5,438,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adagrad",0.486475312621286,0.00155139288660074,"100 100 100 100 100 1",0.402216730024629,3.19306891278309,7.28393379463814,"1e-12",3.56441822681147,8.33986198813422,TRUE,7.16705358665407,4.49576422433963
9,149,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.678403272615373,0.0941446006194798,"64 32 16 32 64 1",0.950695107014001,3.14376487048141,3.209757240857,"1e-12",4.62202995014253,6.04914111784194,TRUE,6.17294655058132,6.57725186463285
8,493,"sigmoid","1000 500 100 50","adam",0.246908546109195,0.0844152559408875,"100 100 100 100 100 1",7.27014202954004,6.74763211422342,1.64722141561797,"1e-14",2.69542324017274,5.67480225779931,FALSE,6.92694811327695,6.35496049810668
6,498,"softsign","2000 1000 1000 1000 500 100 50","sgd",0.81520324588496,0.087285995043294,"100 100 100 100 100 1",3.46500004597418,3.04589181846448,6.41835274131969,"1e-06",7.78600869405629,9.54631068905583,TRUE,6.01991672079769,8.64093607152695
5,207,"softplus","2000 1000 1000 1000 500 100 50","adagrad",0.705198744859092,0.0986758010103169,"25 25 25 25 25 1",9.69551429917851,5.28214806721055,5.77006266696611,"1e-12",1.14486629529389,4.78627157506533,TRUE,5.95264190051357,1.58240026658076
6,200,"hard_sigmoid","2000 1000 1000 500 100 50","adadelta",0.48456711157579,0.0529579474695163,"32 20 16 32 10 1",0.339124198352346,4.97019646672698,5.13734498881269,"1e-12",1.0914140483072,2.04963181105675,FALSE,1.91175487640123,4.17395109274134
5,184,"elu","1000 500 100 50","sgd",0.167781379694352,0.000285266368191529,"32 20 16 32 10 1",6.02422790395186,8.78297167710056,0.745966386105865,"1e-14",0.625021711166034,4.5243396916613,FALSE,5.04382492026372,9.88352794911631
6,460,"linear","500 100 50","adam",0.228835739357967,0.0292484958362441,"32 20 16 32 10 1",4.35658132397927,4.43672995606517,2.44431368262391,"1e-08",4.29688411477991,8.86635144794127,TRUE,4.27258844264043,9.99251413673479
6,262,"sigmoid","2000 1000 1000 1000 500 100 50","adam",0.424615857839724,0.0403135953897027,"25 25 25 25 25 1",5.52290544646787,7.32914971168934,0.399022946923505,"1e-08",9.48621907723212,8.63170909713255,FALSE,7.79129424612118,4.31532506896666
9,405,"tanh","2000 1000 1000 500 100 50","sgd",0.390033919272863,0.0385141158088784,"64 32 16 32 64 1",5.29827727646863,4.90712463389123,7.13488295400399,"1e-06",6.80259637927476,6.648715099158,TRUE,7.06948498658372,0.546183510261327
10,121,"softmax","500 100 50","adadelta",0.398621021185128,0.0951363210589772,"100 100 100 100 100 1",7.21081041654302,7.31433366344644,9.91286219979636,"1e-14",0.228122878959073,4.56888850508956,FALSE,1.67400021479439,1.94704559685004
7,191,"linear","2000 1000 500 100 50","adam",0.165840047222958,0.0351974455750017,"32 20 16 32 10 1",7.70278221981228,6.04467659089847,7.93680937967263,"1e-14",2.93802927941923,7.55191715601599,TRUE,9.23814471751741,4.60070847168899
