"cell_features","use_landmark_genes","dense","dense_feature_layers","batch_size","residual","activation","optimizer","learning_rate","reduce_lr","warmup_lr","epochs","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
"expression",1,"1000","1000 1000 1000 1000",512,FALSE,"tanh","sgd",0.017316598924432,TRUE,TRUE,246,1.61854826087504,3.44278744799922,1.0580320458801,1e-08,5.57029794559514,5.2249095605698,FALSE,8.01626919061912,2.94445838072581
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",32,FALSE,"tanh","rmsprop",0.0468005591501921,TRUE,FALSE,394,5.6046373668803,2.20750134156454,1.8095983700722,1e-14,1.76796114377965,3.53184039897635,FALSE,5.04340771575376,3.28559651583727
"mirna",1,"1000 1000 1000 1000","1000 1000",1024,FALSE,"sigmoid","adam",0.0166690327975395,TRUE,FALSE,179,2.44386534794874,1.04755197386723,4.06575190979289,1e-14,5.83266391210071,6.66347264849581,FALSE,6.77518043590842,0.271819692534852
"expression",1,"1000","1000 1000",128,FALSE,"relu","adam",0.0567654795802711,TRUE,FALSE,204,6.17505964442393,3.82816419911921,8.22259895088035,1e-10,0.338260547341649,4.44897825055406,TRUE,3.59193991262054,0.972481982592451
"expression",1,"1000 1000 1000 1000","1000 1000 1000",64,TRUE,"relu","sgd",0.0933713757562358,FALSE,TRUE,261,0.574251200301042,8.17151887738648,9.47534330398659,1e-08,7.16473728442428,2.70285299324081,FALSE,8.69613596408952,6.79213948532771
"expression",1,"1000 1000","1000 1000",64,TRUE,"tanh","rmsprop",0.0606514153107224,FALSE,TRUE,268,5.09143144609461,6.14032589485014,5.66558000160847,1e-06,9.63756903627236,5.07078106171801,TRUE,3.24951714268778,3.72548794053398
"expression",1,"1000 1000 1000","1000 1000 1000",32,FALSE,"relu","adam",0.0608984571347012,FALSE,FALSE,395,6.61068722282677,6.19264460233493,5.38643496602424,1e-10,9.8886231476842,5.77446367424214,TRUE,1.39321015435986,1.26530138210873
"mirna",1,"1000 1000","1000 1000 1000 1000 1000",64,TRUE,"tanh","rmsprop",0.0418692761309413,FALSE,FALSE,262,0.878328732253417,2.61933764069797,5.10071569611318,1e-10,1.60772450495567,5.79666779493797,TRUE,0.728403973150842,5.46771359563234
"mirna",1,"1000 1000 1000 1000 1000","1000",256,TRUE,"relu","adam",0.0430809838226642,FALSE,FALSE,141,9.0837236341191,5.02725820251967,2.20013814198435,1e-10,1.23874041125109,4.96641898239148,TRUE,1.19149642484986,6.9891209283447
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000",32,TRUE,"tanh","rmsprop",0.0849817845845938,TRUE,FALSE,372,4.09308935850097,5.49026983328693,0.881964957090095,1e-14,4.18640136681543,9.68456584575237,TRUE,2.71843195222987,7.19119826452512
"expression",1,"1000 1000 1000 1000 1000","1000 1000",32,FALSE,"relu","rmsprop",0.00175845545027618,TRUE,TRUE,409,0.165485556489556,2.42296572018267,3.23869537297636,1e-14,0.776053982470545,3.91824814887252,FALSE,1.93995368535981,8.34572919445243
"mirna",1,"1000","1000 1000 1000 1000 1000",256,FALSE,"relu","adam",0.0477125191590109,TRUE,FALSE,225,8.81686672816874,6.96812846150092,0.789628023072146,1e-08,6.20309031553682,1.90861919254297,FALSE,8.35850937625404,1.72928629302796
"expression",1,"1000 1000 1000","1000 1000 1000",512,TRUE,"relu","rmsprop",0.0143305376663088,TRUE,TRUE,407,2.48925434348069,0.214406828809144,3.3288735563017,1e-14,7.09340546464969,2.37972903486341,FALSE,8.10079596252716,3.38109210958636
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",32,TRUE,"sigmoid","rmsprop",0.0650591712253717,TRUE,FALSE,356,4.94015772643478,7.71200043989591,0.941217192709446,1e-06,3.71790446873795,2.19925716989674,TRUE,4.41447218857398,2.60377690885672
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000 1000",64,FALSE,"sigmoid","sgd",0.000396283591347375,FALSE,TRUE,140,8.13147300109175,1.06927902330668,4.53677625765791,1e-12,9.2138548572593,1.16360197627335,TRUE,8.23346540726064,1.92671133097739
"mirna",1,"1000","1000 1000 1000 1000 1000",128,FALSE,"relu","adam",0.0536406857527379,TRUE,FALSE,323,2.79029163680689,1.68796242339434,8.40209906703327,1e-06,8.0270615298288,4.31418052989873,TRUE,7.63343605245441,7.95093135550577
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",32,TRUE,"sigmoid","sgd",0.0405041793391761,TRUE,FALSE,249,1.84005031564506,3.5550452324498,8.24854667010251,1e-14,9.43360068763804,1.82492304063402,FALSE,2.12551611096013,9.94049146645763
"mirna",1,"1000 1000 1000 1000","1000 1000",128,TRUE,"sigmoid","adam",0.00407625848776099,FALSE,TRUE,484,7.26202014354066,6.92454964125949,9.33083973414847,1e-12,4.81218404551078,4.72456354553346,TRUE,2.11437772183908,3.86544149408615
"mirna",1,"1000 1000 1000","1000",512,FALSE,"tanh","adam",0.0875318434577123,TRUE,TRUE,280,0.97049986171562,4.97998889384241,4.8543297461688,1e-10,9.79629284019428,3.73183151363628,FALSE,1.1726922748136,8.01900278313049
"expression",1,"1000 1000 1000 1000","1000 1000",128,FALSE,"relu","rmsprop",0.0705540184466864,TRUE,FALSE,315,0.17341375923154,4.38271709513648,9.28621689936612,1e-08,2.94475358037432,0.719638804983115,TRUE,1.99477856766217,3.14711180690677
"mirna",1,"1000 1000 1000","1000 1000",1024,TRUE,"tanh","adam",0.0988061602135455,FALSE,TRUE,187,6.78608821362386,0.721826905203069,8.1304303799069,1e-10,8.56522452146718,2.52171862769523,FALSE,8.6346026477395,2.32943416324645
"expression",1,"1000 1000","1000 1000",64,FALSE,"tanh","adam",0.0587319938761163,TRUE,FALSE,193,6.28363691641605,2.60949106534617,1.13526396729401,1e-08,5.52291775621499,8.38772735598846,TRUE,5.06798527423125,4.40148422410507
"mirna",1,"1000","1000 1000",512,TRUE,"sigmoid","sgd",0.0491204761668149,TRUE,FALSE,232,6.59715163922304,0.239054793875366,7.99219781010877,1e-12,9.83366930969762,3.4754534056026,FALSE,4.03347648130065,4.71989773408238
"expression",1,"1000 1000 1000","1000",512,FALSE,"sigmoid","rmsprop",0.0463826852217954,TRUE,FALSE,195,7.22152164740603,4.27818161671302,0.227645221506245,1e-06,1.69642015114317,0.476182916765101,FALSE,8.86839696796405,2.6229434728212
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000",32,FALSE,"sigmoid","adam",0.0926192065720967,TRUE,TRUE,165,4.86991076207333,9.095035148819,6.45730757299229,1e-06,7.73520157386536,1.48353818682954,FALSE,1.47108612663921,1.65195588734117
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",64,FALSE,"tanh","adam",0.0395955546235324,TRUE,FALSE,458,9.37251634690729,7.9425343279311,0.420065176258795,1e-06,5.18522386632703,5.76720469539869,TRUE,9.57846119572405,7.5769493012493
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",256,TRUE,"relu","adam",0.0850219854175565,TRUE,FALSE,379,5.93274491528576,1.55739830620419,5.52386839455343,1e-06,9.5783403639052,6.01988076381036,TRUE,6.20566538036584,9.03438576685853
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",1024,FALSE,"sigmoid","sgd",0.0664807820452898,FALSE,TRUE,211,6.3103681243961,9.7734088733285,9.41501090500038,1e-12,7.39260015695948,1.52647257463657,TRUE,5.70764845365396,8.95861105248262
"expression",1,"1000 1000 1000","1000 1000",512,FALSE,"tanh","sgd",0.0510999730013715,TRUE,TRUE,214,1.34282967787291,7.17280435385129,4.139326618911,1e-06,3.56489959125335,9.509380606286,FALSE,3.0167563887077,5.26135813110596
"mirna",1,"1000 1000","1000 1000 1000 1000 1000",256,FALSE,"sigmoid","rmsprop",0.0027298827455696,TRUE,FALSE,318,4.42214694671918,0.0522098931715239,5.83501658213558,1e-06,2.62849631616578,6.07703343390487,TRUE,7.72523806239322,4.58345353983586
"mirna",1,"1000 1000 1000","1000 1000",32,FALSE,"relu","adam",0.0160233507186662,TRUE,TRUE,146,6.65855464745901,6.69933295118225,8.26454320254154,1e-10,7.13282141126207,1.58763831464574,FALSE,5.72594062080566,4.27445401963929
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",128,TRUE,"sigmoid","sgd",0.0859863382425362,FALSE,FALSE,170,0.565021078862804,7.34994850128153,1.79579259635997,1e-08,5.73507769283142,0.190002938758116,TRUE,7.15416527622216,6.44584729379343
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",256,TRUE,"relu","rmsprop",0.00405313434963134,FALSE,TRUE,373,3.56077357433963,8.33629327945973,9.87349541290663,1e-12,4.49706138869217,7.38765662886552,FALSE,3.70388220722771,4.24285149158754
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",1024,TRUE,"tanh","sgd",0.00952880972287238,FALSE,FALSE,365,4.62227141463285,6.04973493752516,9.32947528320714,1e-12,6.57675949938368,4.70155952454661,TRUE,1.25792616225943,4.54854853425385
"expression",1,"1000 1000 1000 1000","1000 1000",32,FALSE,"tanh","sgd",0.0727062315865531,TRUE,FALSE,458,2.69999704810669,5.67123594526543,0.804633876027074,1e-12,6.35473044801754,7.23056191493408,TRUE,3.03772289104415,0.227362403725524
"mirna",1,"1000 1000 1000","1000 1000 1000 1000 1000",64,TRUE,"tanh","rmsprop",0.0346164045526644,FALSE,TRUE,144,7.78594462152695,9.54571189448835,6.3121748911636,1e-12,8.64401876184813,7.96421858037007,FALSE,6.93943123508292,8.37662113217374
"mirna",1,"1000 1000","1000 1000 1000 1000 1000",512,TRUE,"tanh","adam",0.0969980776529701,TRUE,TRUE,341,1.14240466658076,4.78647370348419,9.44237626580987,1e-10,1.58282995906558,8.01089630895411,FALSE,5.20876281497837,1.24485984643378
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",1024,TRUE,"sigmoid","rmsprop",0.00337291329060665,FALSE,TRUE,355,1.09398189274134,2.04729461792414,4.73901014179224,1e-06,4.17326040708519,3.59957116269041,FALSE,0.0886231008680415,6.98476374474496
"mirna",1,"1000","1000 1000",64,FALSE,"relu","rmsprop",0.0602532546764959,TRUE,FALSE,469,0.623620549116314,4.52458026083391,0.919910488766618,1e-10,9.88453649263468,0.0498156883183401,TRUE,3.01226685113034,2.05508886090537
"mirna",1,"1000 1000 1000 1000 1000","1000",32,FALSE,"relu","rmsprop",0.0435739140034243,FALSE,FALSE,190,4.29757108673479,8.86763997309124,8.51665891014272,1e-10,9.99045018420451,4.56223838322214,FALSE,8.31527401699302,7.03753701887293
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000 1000",32,FALSE,"sigmoid","sgd",0.0552166181797758,TRUE,FALSE,237,9.48527336896666,8.63162625169211,2.85166472885525,1e-12,4.31928295333851,7.80040336666163,TRUE,2.94736196331012,0.354387146226449
"expression",1,"1000 1000 1000","1000 1000 1000 1000",64,FALSE,"sigmoid","sgd",0.0529803464847832,FALSE,TRUE,108,6.80112096026133,6.64535176188465,9.24004592994694,1e-12,0.547425249541191,8.89421064974973,TRUE,3.85903826911365,2.27244888858334
"expression",1,"1000","1000",1024,FALSE,"tanh","rmsprop",0.0721330385669474,TRUE,TRUE,449,0.227062796850042,4.56961848492443,4.11824394788244,1e-06,1.94860790722429,9.7485521140811,TRUE,4.37594372787353,0.638155757859215
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",32,FALSE,"sigmoid","rmsprop",0.0770318836313992,TRUE,TRUE,468,2.93572512168899,7.55463598876373,8.40569190746872,1e-14,4.60289992329229,3.61966159291798,TRUE,0.0194317891442393,4.35055367585935
"mirna",1,"1000 1000 1000","1000 1000",64,TRUE,"tanh","adam",0.0917469470129159,TRUE,TRUE,144,2.89574592862401,4.45155080500325,6.46868982445332,1e-06,0.782639900068918,9.7613381648995,TRUE,2.24365657098824,0.235526075834762
"mirna",1,"1000","1000 1000 1000 1000",512,FALSE,"sigmoid","rmsprop",0.0552965969541806,FALSE,FALSE,482,0.256892599484683,3.89169485941568,4.67728146223235,1e-12,8.52080397274716,6.43498141154414,TRUE,2.58584827314395,1.36640364289124
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000",256,TRUE,"tanh","rmsprop",0.085530611745548,TRUE,FALSE,470,8.3528448311608,7.64408827064097,0.481265859818086,1e-10,1.05947295678373,8.77185102253687,FALSE,9.30685785586506,0.240657580995897
"expression",1,"1000 1000 1000 1000","1000 1000 1000",64,FALSE,"tanh","adam",0.0626947074100665,TRUE,TRUE,234,9.73920034159488,5.18151282825222,1.94118214315968,1e-14,8.57027008081705,2.57145867373794,TRUE,5.54195811968542,0.279729193951252
"expression",1,"1000","1000 1000 1000 1000",64,TRUE,"tanh","sgd",0.0318914677941408,TRUE,TRUE,350,1.40149980180653,7.18121760118586,0.362367063923739,1e-08,1.21877369909067,5.30887321105925,TRUE,0.445674415291941,1.82193349387016
"expression",1,"1000 1000 1000","1000 1000 1000",256,FALSE,"sigmoid","sgd",0.0403974143540902,TRUE,FALSE,460,9.33019025167271,1.96671593017385,0.209943127268925,1e-12,0.231856993776274,2.84313197349082,FALSE,6.5333809462943,5.95055277404335
"expression",1,"1000 1000 1000 1000 1000","1000 1000",64,TRUE,"sigmoid","rmsprop",0.00806927709393838,FALSE,TRUE,359,9.58812767312714,5.04830829835286,5.48812820606167,1e-06,7.64983281525233,5.21077835713746,FALSE,5.27006804318218,8.03129566990833
"expression",1,"1000 1000","1000 1000",1024,FALSE,"tanh","rmsprop",0.083328924496343,TRUE,TRUE,323,2.40057831838491,2.78690798570311,7.70963732613484,1e-08,2.99621971803618,4.47786571564968,TRUE,8.68178070968682,9.81450079559577
"expression",1,"1000","1000 1000 1000 1000 1000",256,TRUE,"tanh","rmsprop",0.0779333159255201,FALSE,FALSE,155,0.52261078908054,5.78087276806517,1.06526519668289,1e-10,9.26110883937591,2.87140334588708,FALSE,0.589250957764592,8.64605064070753
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000 1000",1024,TRUE,"sigmoid","adam",0.00831450203356433,FALSE,TRUE,444,3.22484867256337,1.99265831323827,0.749176480052993,1e-08,4.66142047915897,7.99492104922654,FALSE,9.2174992592195,6.03192130420044
"mirna",1,"1000 1000 1000","1000 1000 1000 1000 1000",512,FALSE,"relu","rmsprop",0.0348030095475839,TRUE,FALSE,369,5.42300618913563,0.218664884464913,4.7506383521494,1e-12,2.39794971413414,9.67909614834585,FALSE,2.51506054870001,0.349120810861935
"mirna",1,"1000 1000 1000 1000","1000",32,TRUE,"relu","sgd",0.0112901546582341,TRUE,TRUE,197,9.81479942595671,9.87951330959348,5.98182619343046,1e-14,8.32692693364216,9.95415207853774,FALSE,1.80630942799258,8.65808471488394
"mirna",1,"1000 1000","1000 1000",1024,FALSE,"relu","sgd",0.039629555895321,TRUE,FALSE,153,9.63340480566168,0.929870421765307,0.463174000659492,1e-08,5.63508344447084,0.968696669886122,FALSE,5.08157384729646,9.33020841719865
"mirna",1,"1000 1000 1000","1000 1000 1000 1000",64,FALSE,"relu","rmsprop",0.052767085469284,TRUE,TRUE,440,3.27799021404564,1.31070238273311,7.70470186209306,1e-12,8.76420980094249,1.06808715936961,TRUE,3.54309372584593,4.01171609330861
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000",256,TRUE,"sigmoid","rmsprop",0.0178680058395449,FALSE,TRUE,361,9.19783951864458,0.307470116662233,1.53521542600938,1e-14,8.04179179472804,5.22566525537055,TRUE,7.33750558476614,1.72412740789721
"expression",1,"1000 1000 1000 1000","1000 1000 1000",512,TRUE,"relu","adam",0.021323833593778,TRUE,FALSE,143,5.35650871969556,7.91791763694976,7.94754625881789,1e-14,5.24877499976907,2.56097620217712,TRUE,2.61742483370118,1.96405179042811
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",1024,TRUE,"relu","rmsprop",0.0644945705739946,TRUE,TRUE,371,2.73361210674852,8.29438156748573,8.54366071570199,1e-10,4.59635522430106,5.71551864446723,FALSE,6.33536762109519,9.25117856203287
"mirna",1,"1000 1000","1000 1000",256,TRUE,"sigmoid","adam",0.0324775889918111,FALSE,FALSE,130,0.138955126299453,5.68522318636096,4.30691940974444,1e-12,1.73094191498635,5.81749511766015,TRUE,1.65004386191761,5.91728153383044
"mirna",1,"1000 1000 1000 1000","1000",1024,TRUE,"sigmoid","sgd",0.0724220446015441,TRUE,FALSE,239,4.14756536660882,9.82331290082285,0.937141276872717,1e-06,7.31017061334168,4.58923487174325,TRUE,4.50610042236042,7.30742676067201
"mirna",1,"1000 1000 1000","1000 1000 1000",512,FALSE,"relu","adam",0.0938984847668611,FALSE,FALSE,362,0.329814153199069,2.40388478099414,1.26572831429308,1e-10,4.67210786407886,5.89176297596074,FALSE,2.0677971310846,3.94367148907508
"mirna",1,"1000 1000 1000","1000",512,FALSE,"relu","sgd",0.0494338735613971,FALSE,FALSE,428,2.81467715907079,5.54591376193806,9.59086243439466,1e-10,8.69989678203045,5.40686986654298,TRUE,3.04619029666862,4.53412362005575
"mirna",1,"1000","1000 1000 1000 1000",1024,FALSE,"tanh","adam",0.0661797419415774,TRUE,TRUE,207,6.71973037838734,3.59001967198375,6.52640461416799,1e-12,1.84225061488383,5.59411656545824,FALSE,3.99347072322105,6.00841208181462
"mirna",1,"1000 1000 1000 1000 1000","1000",64,TRUE,"relu","adam",0.0954865627278149,FALSE,FALSE,159,9.13694532608303,1.82797625260131,5.05294972563512,1e-14,1.47673666662967,2.72745037620771,TRUE,5.29036248912421,9.91087366538011
"mirna",1,"1000 1000","1000 1000 1000",1024,FALSE,"relu","sgd",0.0934097562118972,FALSE,TRUE,203,8.73259831392958,8.98153111751724,2.10948669169564,1e-08,2.12353320008053,7.75710924418992,TRUE,2.65954683963567,6.14062106353947
"mirna",1,"1000","1000 1000 1000 1000 1000",512,FALSE,"relu","adam",0.0208464519210498,TRUE,FALSE,306,3.84558216441111,5.00370686972208,9.08219878885662,1e-06,1.48980642682894,4.72556136990548,TRUE,4.26861243758654,2.43161584537008
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000",128,FALSE,"relu","rmsprop",0.0473869567446763,TRUE,FALSE,349,8.96940471506749,0.470023117044143,2.60191626525251,1e-08,5.51207810725903,6.51525502029574,TRUE,9.40071632581302,5.48632444150227
"expression",1,"1000","1000 1000 1000 1000 1000",64,TRUE,"sigmoid","sgd",0.014673682947335,FALSE,TRUE,320,0.499611478538815,7.86417018127035,7.62065291172359,1e-10,2.61770420440143,3.68762034636224,TRUE,3.28490115474058,9.69753844049293
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",32,FALSE,"relu","sgd",0.0553314738760765,FALSE,TRUE,441,2.03666678173879,1.22152395227591,9.71617235108162,1e-12,8.32152000175973,2.74872024324024,TRUE,5.78750558496959,5.89916854458539
"expression",1,"1000 1000","1000 1000 1000 1000 1000",512,TRUE,"sigmoid","sgd",0.0349334525155642,FALSE,TRUE,283,1.24454263440355,6.00575915598392,1.29402454393683,1e-08,2.82647069671624,5.56197476575966,FALSE,1.4086723117762,9.37962588539039
"expression",1,"1000 1000 1000 1000","1000 1000",32,FALSE,"relu","rmsprop",0.0877115197735275,FALSE,FALSE,108,3.39088358872618,4.83340834393655,6.08614903684473,1e-12,8.62520853793462,5.41737612523371,TRUE,5.9466219339341,8.91298356997712
"expression",1,"1000","1000 1000",512,TRUE,"tanh","sgd",0.0694476532546578,TRUE,TRUE,362,4.3026798999943,4.35487284041357,9.91053170990781,1e-06,4.82010910706236,3.0001193615899,FALSE,4.99554456645824,4.67787103719643
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",128,TRUE,"tanh","rmsprop",0.0757011231149287,TRUE,FALSE,300,8.591540605923,4.27128324990659,6.05395574327209,1e-12,6.05624170165113,4.24988585595274,FALSE,6.11451492692856,0.702792214971727
"expression",1,"1000","1000 1000 1000 1000",256,TRUE,"relu","adam",0.0554380752578967,FALSE,FALSE,176,3.18130780929659,5.88953799369846,8.47451655030134,1e-14,9.64201457016889,1.06498698850046,FALSE,4.64786108789725,2.63449180457547
"expression",1,"1000 1000","1000 1000 1000",128,TRUE,"tanh","rmsprop",4.8668014203062e-05,FALSE,TRUE,463,7.03776215051397,7.49266682385975,2.2131335407251,1e-06,1.42447987434875,6.05135024177842,TRUE,6.02419652261346,0.950136017592229
"expression",1,"1000 1000","1000 1000 1000 1000 1000",1024,TRUE,"tanh","adam",0.0961750422627284,FALSE,TRUE,175,7.20434085218395,7.95565556795751,0.704133994361619,1e-12,4.37185614274357,4.41156346079079,FALSE,4.89910719388017,4.35510459729026
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",128,TRUE,"tanh","rmsprop",0.0385968084276603,FALSE,FALSE,240,8.314103107018,8.12679349772893,9.34433710536687,1e-12,0.463317271142812,9.25823729241849,TRUE,6.34479931103045,2.70746683663725
"mirna",1,"1000 1000 1000 1000","1000 1000",128,FALSE,"relu","sgd",0.0733483837276511,FALSE,FALSE,153,1.8543078102996,8.60389340985475,9.95822051925934,1e-12,7.41513896948102,1.0056424859527,TRUE,9.93725416652276,5.07496814394087
"expression",1,"1000 1000","1000 1000 1000 1000",1024,TRUE,"tanh","sgd",0.0524923094770881,TRUE,FALSE,485,2.67977668446522,4.96861419572048,0.261814329421613,1e-12,8.81695205137381,9.29421911350568,TRUE,4.17018012636479,9.85713828781275
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",512,TRUE,"sigmoid","rmsprop",0.0935565767099618,FALSE,FALSE,190,7.18921712645968,2.51786537075274,7.52628559061443,1e-10,7.72182143587916,4.8862166037946,TRUE,0.775123490220002,9.45470249712202
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",1024,FALSE,"sigmoid","sgd",0.0443943775383352,TRUE,TRUE,124,0.678522216757033,1.82326149888719,5.35605273251538,1e-14,6.08518714463181,5.07655287290341,TRUE,5.64908885450673,5.6292312124726
"expression",1,"1000 1000","1000",512,TRUE,"sigmoid","rmsprop",0.0653288365499762,TRUE,TRUE,245,1.51879272445954,1.81604836562794,3.24688827388687,1e-14,1.97140930027193,0.313747177862097,FALSE,3.38419938686401,8.58983055425509
"mirna",1,"1000 1000","1000 1000 1000 1000",256,TRUE,"sigmoid","adam",0.0795339242418774,FALSE,TRUE,166,7.39895192703727,0.833969726239894,8.03445952874259,1e-14,1.59747603073493,0.493377811538521,FALSE,7.35810430562491,6.2292576826757
"expression",1,"1000","1000",128,FALSE,"relu","adam",0.0673234002018435,FALSE,TRUE,264,7.76131240675028,4.89509515634414,0.351450039079646,1e-08,7.84307185391543,0.461946635952918,FALSE,5.49676692878986,5.83698786579136
"expression",1,"1000 1000","1000 1000 1000",256,FALSE,"sigmoid","rmsprop",0.00201929401762166,FALSE,TRUE,131,9.8228606924511,2.67347555595347,7.34229091387591,1e-12,4.35465020173398,0.953694945418974,FALSE,6.58567170004251,4.11589228794191
"expression",1,"1000 1000 1000","1000 1000",256,TRUE,"tanh","sgd",0.0622969220454512,TRUE,FALSE,144,2.30667143287492,5.68290505681074,9.95020368718891,1e-06,3.79098023971191,0.677606671247631,FALSE,0.0523650310063183,5.84210784253762
"mirna",1,"1000","1000 1000 1000",512,FALSE,"sigmoid","adam",0.025356393735126,FALSE,TRUE,151,8.66735353414953,8.85619355297161,7.08537793368683,1e-12,0.575553359383217,8.03329329908826,FALSE,6.1284485554826,0.501322530518649
"mirna",1,"1000","1000 1000 1000 1000 1000",32,TRUE,"tanh","rmsprop",0.0534689812878156,FALSE,TRUE,444,2.13713463325825,2.82028231958393,6.64784525818657,1e-12,9.70212482639221,0.771464310522424,FALSE,4.84674235803511,4.55223754063384
"expression",1,"1000 1000 1000 1000 1000","1000 1000",1024,TRUE,"relu","sgd",0.0365654188544286,TRUE,TRUE,500,0.0725376449002254,2.31038545880989,9.5174330854998,1e-10,6.71375578857856,9.81543098699534,FALSE,5.62437225142497,1.78382917870386
"mirna",1,"1000 1000","1000 1000",64,FALSE,"sigmoid","sgd",0.0563145710678818,FALSE,TRUE,467,1.12140736291149,1.24141883871828,8.44887393081444,1e-12,4.41144078363919,9.00508319118526,FALSE,0.803913576017169,7.33395401040521
"expression",1,"1000 1000 1000 1000","1000 1000 1000",1024,FALSE,"tanh","sgd",0.0275898040508398,TRUE,FALSE,343,8.68502699543146,3.63648115931689,3.81489564105053,1e-08,1.25982745431628,3.9068712507782,TRUE,7.18900608735661,0.294878413027981
"expression",1,"1000 1000 1000","1000 1000 1000 1000",256,TRUE,"sigmoid","adam",0.0651865575764893,TRUE,FALSE,132,5.33852525514153,3.12952432074453,0.327230899168644,1e-08,1.03400340293593,8.32315552591928,FALSE,2.05871863665367,6.28676143520438
"mirna",1,"1000 1000","1000 1000 1000",1024,FALSE,"relu","rmsprop",0.0968780819735795,FALSE,TRUE,231,1.15396056565691,2.19501895802688,1.8963180195936,1e-14,4.59307815263335,3.33221726402175,TRUE,5.51298547427371,9.81794998140353
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000",256,FALSE,"relu","rmsprop",0.0692029891946647,FALSE,FALSE,104,3.7521495612819,7.89503752387805,9.54804882889497,1e-10,6.68156059271715,4.13026484122966,FALSE,5.54706815200023,7.58304084729595
"mirna",1,"1000","1000 1000 1000 1000",32,FALSE,"sigmoid","adam",0.0843669109182752,TRUE,FALSE,474,7.8301273247876,2.75946928230608,8.7910346559016,1e-08,9.98049230750357,6.1159526168427,FALSE,6.91419254199171,6.83953211156643
"expression",1,"1000","1000 1000",256,TRUE,"sigmoid","sgd",0.00612658302198961,TRUE,FALSE,421,7.94888341597105,5.41828205638452,8.20883351967786,1e-14,3.61529459372079,5.8776197162678,FALSE,3.51302118843529,9.38984663957831
"expression",1,"1000","1000 1000 1000 1000 1000",128,TRUE,"sigmoid","rmsprop",0.01917904306306,TRUE,FALSE,274,6.83463844404164,0.151408131142348,6.55443479411188,1e-10,8.09097732163259,9.9741885990568,FALSE,1.98599957509301,0.561837190558368
"mirna",1,"1000 1000 1000","1000",256,FALSE,"sigmoid","adam",0.0638141389129499,TRUE,TRUE,167,8.09309380124012,3.07056677683651,5.53035198775935,1e-08,6.07606579611686,9.50222945302725,TRUE,4.18854879675308,4.60595752537063
"expression",1,"1000","1000 1000 1000",256,TRUE,"relu","adam",0.0734853085991005,TRUE,TRUE,258,1.86920077001676,6.68021860978004,2.67990775165381,1e-14,3.81741244762294,6.01418269337155,FALSE,0.224325759913828,9.03596492135557
"expression",1,"1000 1000 1000 1000 1000","1000",1024,FALSE,"sigmoid","adam",0.0722311754771389,TRUE,TRUE,402,0.857897212932914,9.05832546396479,7.36640814372571,1e-06,1.34716067446177,5.94654325708863,TRUE,7.28410623243325,5.18833425042032
"expression",1,"1000","1000 1000 1000 1000 1000",256,FALSE,"tanh","sgd",0.0666971357678096,FALSE,FALSE,132,6.1080338871708,4.04935685057146,8.12119518297142,1e-10,4.72453702485313,4.68481814568979,FALSE,5.26145611423543,1.40961293218768
"mirna",1,"1000 1000 1000 1000 1000","1000",1024,FALSE,"sigmoid","sgd",0.0851090018626135,FALSE,TRUE,245,0.538794901928251,1.01055629691414,5.87638218062115,1e-12,8.77032301887342,3.69285333838779,FALSE,4.96615133892646,0.593327108330446
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",32,TRUE,"tanh","adam",0.052357052027538,TRUE,FALSE,181,1.70876923492781,8.37571467504863,2.31696242500911,1e-08,5.91374303338942,7.30219594259048,FALSE,9.66007311379993,2.64828405526189
